isic_rev31_4dig;isic_rev4_4dig;isic_rev31_secdig;isic_rev31_1dig;isic_rev31_2dig;isic_rev31_3dig;isic_rev4_secdig;isic_rev4_1dig;isic_rev4_2dig;isic_rev4_3dig
1120;910;"C";1;11;112;"B";0;9;91
1200;721;"C";1;12;120;"B";0;7;72
1200;990;"C";1;12;120;"B";0;9;99
1310;710;"C";1;13;131;"B";0;7;71
1310;990;"C";1;13;131;"B";0;9;99
1320;729;"C";1;13;132;"B";0;7;72
1320;990;"C";1;13;132;"B";0;9;99
1410;810;"C";1;14;141;"B";0;8;81
1410;990;"C";1;14;141;"B";0;9;99
1421;891;"C";1;14;142;"B";0;8;89
1421;990;"C";1;14;142;"B";0;9;99
1422;893;"C";1;14;142;"B";0;8;89
1422;990;"C";1;14;142;"B";0;9;99
1429;810;"C";1;14;142;"B";0;8;81
1429;899;"C";1;14;142;"B";0;8;89
1429;990;"C";1;14;142;"B";0;9;99
1511;1010;"D";1;15;151;"C";1;10;101
1512;1020;"D";1;15;151;"C";1;10;102
1512;1075;"D";1;15;151;"C";1;10;107
1513;1030;"D";1;15;151;"C";1;10;103
1513;1075;"D";1;15;151;"C";1;10;107
1514;1040;"D";1;15;151;"C";1;10;104
1520;1050;"D";1;15;152;"C";1;10;105
1531;1061;"D";1;15;153;"C";1;10;106
1532;1062;"D";1;15;153;"C";1;10;106
1533;1080;"D";1;15;153;"C";1;10;108
1541;1071;"D";1;15;154;"C";1;10;107
1542;1072;"D";1;15;154;"C";1;10;107
1543;1073;"D";1;15;154;"C";1;10;107
1544;1074;"D";1;15;154;"C";1;10;107
1544;1075;"D";1;15;154;"C";1;10;107
1549;1030;"D";1;15;154;"C";1;10;103
1549;1071;"D";1;15;154;"C";1;10;107
1549;1075;"D";1;15;154;"C";1;10;107
1549;1079;"D";1;15;154;"C";1;10;107
1549;3530;"D";1;15;154;"D";3;35;353
1551;1101;"D";1;15;155;"C";1;11;110
1551;2011;"D";1;15;155;"C";2;20;201
1552;1102;"D";1;15;155;"C";1;11;110
1553;1103;"D";1;15;155;"C";1;11;110
1554;1104;"D";1;15;155;"C";1;11;110
1600;1200;"D";1;16;160;"C";1;12;120
1711;1311;"D";1;17;171;"C";1;13;131
1711;1312;"D";1;17;171;"C";1;13;131
1712;1313;"D";1;17;171;"C";1;13;131
1721;1392;"D";1;17;172;"C";1;13;139
1721;3250;"D";1;17;172;"C";3;32;325
1721;3319;"D";1;17;172;"C";3;33;331
1722;1393;"D";1;17;172;"C";1;13;139
1723;1394;"D";1;17;172;"C";1;13;139
1723;3319;"D";1;17;172;"C";3;33;331
1729;1313;"D";1;17;172;"C";1;13;131
1729;1399;"D";1;17;172;"C";1;13;139
1729;1709;"D";1;17;172;"C";1;17;170
1730;1391;"D";1;17;173;"C";1;13;139
1730;1430;"D";1;17;173;"C";1;14;143
1810;1313;"D";1;18;181;"C";1;13;131
1810;1410;"D";1;18;181;"C";1;14;141
1810;3290;"D";1;18;181;"C";3;32;329
1820;1420;"D";1;18;182;"C";1;14;142
1820;1511;"D";1;18;182;"C";1;15;151
1911;1511;"D";1;19;191;"C";1;15;151
1912;1512;"D";1;19;191;"C";1;15;151
1912;3290;"D";1;19;191;"C";3;32;329
1920;1512;"D";1;19;192;"C";1;15;151
1920;1520;"D";1;19;192;"C";1;15;152
1920;1629;"D";1;19;192;"C";1;16;162
1920;2219;"D";1;19;192;"C";2;22;221
1920;2220;"D";1;19;192;"C";2;22;222
1920;3230;"D";1;19;192;"C";3;32;323
2010;1610;"D";2;20;201;"C";1;16;161
2021;1621;"D";2;20;202;"C";1;16;162
2022;1622;"D";2;20;202;"C";1;16;162
2023;1623;"D";2;20;202;"C";1;16;162
2023;3319;"D";2;20;202;"C";3;33;331
2029;1629;"D";2;20;202;"C";1;16;162
2029;3290;"D";2;20;202;"C";3;32;329
2029;3319;"D";2;20;202;"C";3;33;331
2101;1701;"D";2;21;210;"C";1;17;170
2102;1702;"D";2;21;210;"C";1;17;170
2109;1709;"D";2;21;210;"C";1;17;170
2109;1811;"D";2;21;210;"C";1;18;181
2109;2220;"D";2;21;210;"C";2;22;222
2211;3290;"D";2;22;221;"C";3;32;329
2211;5811;"D";2;22;221;"J";5;58;581
2211;5812;"D";2;22;221;"J";5;58;581
2212;5813;"D";2;22;221;"J";5;58;581
2213;5920;"D";2;22;221;"J";5;59;592
2219;5813;"D";2;22;221;"J";5;58;581
2219;5819;"D";2;22;221;"J";5;58;581
2221;1709;"D";2;22;222;"C";1;17;170
2221;1811;"D";2;22;222;"C";1;18;181
2222;1812;"D";2;22;222;"C";1;18;181
2230;1820;"D";2;22;223;"C";1;18;182
2310;1910;"D";2;23;231;"C";1;19;191
2320;1920;"D";2;23;232;"C";1;19;192
2330;2011;"D";2;23;233;"C";2;20;201
2330;2100;"D";2;23;233;"C";2;21;210
2330;2420;"D";2;23;233;"C";2;24;242
2330;3812;"D";2;23;233;"E";3;38;381
2330;3822;"D";2;23;233;"E";3;38;382
2411;1910;"D";2;24;241;"C";1;19;191
2411;2011;"D";2;24;241;"C";2;20;201
2412;2012;"D";2;24;241;"C";2;20;201
2412;3821;"D";2;24;241;"E";3;38;382
2413;2013;"D";2;24;241;"C";2;20;201
2421;2021;"D";2;24;242;"C";2;20;202
2422;2022;"D";2;24;242;"C";2;20;202
2423;2100;"D";2;24;242;"C";2;21;210
2423;3250;"D";2;24;242;"C";3;32;325
2424;2023;"D";2;24;242;"C";2;20;202
2429;1079;"D";2;24;242;"C";1;10;107
2429;2011;"D";2;24;242;"C";2;20;201
2429;2029;"D";2;24;242;"C";2;20;202
2429;2610;"D";2;24;242;"C";2;26;261
2429;2680;"D";2;24;242;"C";2;26;268
2429;2817;"D";2;24;242;"C";2;28;281
2430;2030;"D";2;24;243;"C";2;20;203
2511;2211;"D";2;25;251;"C";2;22;221
2519;2219;"D";2;25;251;"C";2;22;221
2519;2220;"D";2;25;251;"C";2;22;222
2519;2812;"D";2;25;251;"C";2;28;281
2519;3290;"D";2;25;251;"C";3;32;329
2519;3319;"D";2;25;251;"C";3;33;331
2520;2220;"D";2;25;252;"C";2;22;222
2520;2610;"D";2;25;252;"C";2;26;261
2520;2733;"D";2;25;252;"C";2;27;273
2520;3290;"D";2;25;252;"C";3;32;329
2520;3314;"D";2;25;252;"C";3;33;331
2520;3319;"D";2;25;252;"C";3;33;331
2610;2310;"D";2;26;261;"C";2;23;231
2610;3319;"D";2;26;261;"C";3;33;331
2691;2392;"D";2;26;269;"C";2;23;239
2691;2393;"D";2;26;269;"C";2;23;239
2692;2391;"D";2;26;269;"C";2;23;239
2693;2392;"D";2;26;269;"C";2;23;239
2694;2394;"D";2;26;269;"C";2;23;239
2695;2395;"D";2;26;269;"C";2;23;239
2696;2396;"D";2;26;269;"C";2;23;239
2699;1312;"D";2;26;269;"C";1;13;131
2699;2399;"D";2;26;269;"C";2;23;239
2699;3290;"D";2;26;269;"C";3;32;329
2699;3319;"D";2;26;269;"C";3;33;331
2710;2410;"D";2;27;271;"C";2;24;241
2710;2431;"D";2;27;271;"C";2;24;243
2720;2420;"D";2;27;272;"C";2;24;242
2731;2431;"D";2;27;273;"C";2;24;243
2732;2432;"D";2;27;273;"C";2;24;243
2811;2511;"D";2;28;281;"C";2;25;251
2811;3311;"D";2;28;281;"C";3;33;331
2812;2512;"D";2;28;281;"C";2;25;251
2812;3311;"D";2;28;281;"C";3;33;331
2813;2513;"D";2;28;281;"C";2;25;251
2813;3311;"D";2;28;281;"C";3;33;331
2813;3320;"D";2;28;281;"C";3;33;332
2891;2591;"D";2;28;289;"C";2;25;259
2892;162;"D";2;28;289;"A";0;1;16
2892;1811;"D";2;28;289;"C";1;18;181
2892;2592;"D";2;28;289;"C";2;25;259
2892;3311;"D";2;28;289;"C";3;33;331
2893;2593;"D";2;28;289;"C";2;25;259
2893;3311;"D";2;28;289;"C";3;33;331
2899;2599;"D";2;28;289;"C";2;25;259
2899;2817;"D";2;28;289;"C";2;28;281
2899;3290;"D";2;28;289;"C";3;32;329
2899;3311;"D";2;28;289;"C";3;33;331
2911;2811;"D";2;29;291;"C";2;28;281
2911;3312;"D";2;29;291;"C";3;33;331
2911;3320;"D";2;29;291;"C";3;33;332
2912;2811;"D";2;29;291;"C";2;28;281
2912;2812;"D";2;29;291;"C";2;28;281
2912;2813;"D";2;29;291;"C";2;28;281
2912;3312;"D";2;29;291;"C";3;33;331
2912;3320;"D";2;29;291;"C";3;33;332
2913;2812;"D";2;29;291;"C";2;28;281
2913;2814;"D";2;29;291;"C";2;28;281
2913;3312;"D";2;29;291;"C";3;33;331
2914;2815;"D";2;29;291;"C";2;28;281
2914;3312;"D";2;29;291;"C";3;33;331
2914;3320;"D";2;29;291;"C";3;33;332
2915;2816;"D";2;29;291;"C";2;28;281
2915;3312;"D";2;29;291;"C";3;33;331
2915;3320;"D";2;29;291;"C";3;33;332
2919;2819;"D";2;29;291;"C";2;28;281
2919;3250;"D";2;29;291;"C";3;32;325
2919;3312;"D";2;29;291;"C";3;33;331
2919;3320;"D";2;29;291;"C";3;33;332
2921;2821;"D";2;29;292;"C";2;28;282
2921;3312;"D";2;29;292;"C";3;33;331
2921;3320;"D";2;29;292;"C";3;33;332
2922;2790;"D";2;29;292;"C";2;27;279
2922;2818;"D";2;29;292;"C";2;28;281
2922;2819;"D";2;29;292;"C";2;28;281
2922;2822;"D";2;29;292;"C";2;28;282
2922;3312;"D";2;29;292;"C";3;33;331
2922;3314;"D";2;29;292;"C";3;33;331
2922;3320;"D";2;29;292;"C";3;33;332
2923;2823;"D";2;29;292;"C";2;28;282
2923;3312;"D";2;29;292;"C";3;33;331
2923;3320;"D";2;29;292;"C";3;33;332
2924;2824;"D";2;29;292;"C";2;28;282
2924;3312;"D";2;29;292;"C";3;33;331
2924;3320;"D";2;29;292;"C";3;33;332
2925;2825;"D";2;29;292;"C";2;28;282
2925;3312;"D";2;29;292;"C";3;33;331
2925;3320;"D";2;29;292;"C";3;33;332
2926;2826;"D";2;29;292;"C";2;28;282
2926;3312;"D";2;29;292;"C";3;33;331
2926;3320;"D";2;29;292;"C";3;33;332
2927;2520;"D";2;29;292;"C";2;25;252
2927;3030;"D";2;29;292;"C";3;30;303
2927;3040;"D";2;29;292;"C";3;30;304
2927;3311;"D";2;29;292;"C";3;33;331
2929;2593;"D";2;29;292;"C";2;25;259
2929;2790;"D";2;29;292;"C";2;27;279
2929;2826;"D";2;29;292;"C";2;28;282
2929;2829;"D";2;29;292;"C";2;28;282
2929;3311;"D";2;29;292;"C";3;33;331
2929;3312;"D";2;29;292;"C";3;33;331
2929;3314;"D";2;29;292;"C";3;33;331
2929;3320;"D";2;29;292;"C";3;33;332
2930;2750;"D";2;29;293;"C";2;27;275
2930;2815;"D";2;29;293;"C";2;28;281
2930;2819;"D";2;29;293;"C";2;28;281
3000;2610;"D";3;30;300;"C";2;26;261
3000;2620;"D";3;30;300;"C";2;26;262
3000;2817;"D";3;30;300;"C";2;28;281
3000;3320;"D";3;30;300;"C";3;33;332
3110;2610;"D";3;31;311;"C";2;26;261
3110;2710;"D";3;31;311;"C";2;27;271
3110;2790;"D";3;31;311;"C";2;27;279
3110;2811;"D";3;31;311;"C";2;28;281
3110;3312;"D";3;31;311;"C";3;33;331
3110;3314;"D";3;31;311;"C";3;33;331
3110;3320;"D";3;31;311;"C";3;33;332
3120;2610;"D";3;31;312;"C";2;26;261
3120;2710;"D";3;31;312;"C";2;27;271
3120;2733;"D";3;31;312;"C";2;27;273
3120;2790;"D";3;31;312;"C";2;27;279
3120;3314;"D";3;31;312;"C";3;33;331
3130;2610;"D";3;31;313;"C";2;26;261
3130;2731;"D";3;31;313;"C";2;27;273
3130;2732;"D";3;31;313;"C";2;27;273
3130;2790;"D";3;31;313;"C";2;27;279
3130;3314;"D";3;31;313;"C";3;33;331
3140;2720;"D";3;31;314;"C";2;27;272
3140;3314;"D";3;31;314;"C";3;33;331
3150;2740;"D";3;31;315;"C";2;27;274
3150;2790;"D";3;31;315;"C";2;27;279
3150;3314;"D";3;31;315;"C";3;33;331
3190;2599;"D";3;31;319;"C";2;25;259
3190;2630;"D";3;31;319;"C";2;26;263
3190;2651;"D";3;31;319;"C";2;26;265
3190;2733;"D";3;31;319;"C";2;27;273
3190;2740;"D";3;31;319;"C";2;27;274
3190;2790;"D";3;31;319;"C";2;27;279
3190;2822;"D";3;31;319;"C";2;28;282
3190;2930;"D";3;31;319;"C";2;29;293
3190;3020;"D";3;31;319;"C";3;30;302
3190;3313;"D";3;31;319;"C";3;33;331
3190;3314;"D";3;31;319;"C";3;33;331
3210;2610;"D";3;32;321;"C";2;26;261
3210;2790;"D";3;32;321;"C";2;27;279
3210;3314;"D";3;32;321;"C";3;33;331
3220;2630;"D";3;32;322;"C";2;26;263
3220;2651;"D";3;32;322;"C";2;26;265
3220;3313;"D";3;32;322;"C";3;33;331
3220;3320;"D";3;32;322;"C";3;33;332
3220;9512;"D";3;32;322;"S";9;95;951
3230;2610;"D";3;32;323;"C";2;26;261
3230;2630;"D";3;32;323;"C";2;26;263
3230;2640;"D";3;32;323;"C";2;26;264
3230;2670;"D";3;32;323;"C";2;26;267
3230;2817;"D";3;32;323;"C";2;28;281
3230;3312;"D";3;32;323;"C";3;33;331
3230;3313;"D";3;32;323;"C";3;33;331
3230;9521;"D";3;32;323;"S";9;95;952
3311;2660;"D";3;33;331;"C";2;26;266
3311;3250;"D";3;33;331;"C";3;32;325
3311;3290;"D";3;33;331;"C";3;32;329
3311;3313;"D";3;33;331;"C";3;33;331
3311;3319;"D";3;33;331;"C";3;33;331
3311;3320;"D";3;33;331;"C";3;33;332
3312;2651;"D";3;33;331;"C";2;26;265
3312;2670;"D";3;33;331;"C";2;26;267
3312;2819;"D";3;33;331;"C";2;28;281
3312;2829;"D";3;33;331;"C";2;28;282
3312;3250;"D";3;33;331;"C";3;32;325
3312;3313;"D";3;33;331;"C";3;33;331
3312;3319;"D";3;33;331;"C";3;33;331
3313;2651;"D";3;33;331;"C";2;26;265
3313;3313;"D";3;33;331;"C";3;33;331
3313;3320;"D";3;33;331;"C";3;33;332
3320;2670;"D";3;33;332;"C";2;26;267
3320;2731;"D";3;33;332;"C";2;27;273
3320;2829;"D";3;33;332;"C";2;28;282
3320;3250;"D";3;33;332;"C";3;32;325
3320;3313;"D";3;33;332;"C";3;33;331
3330;2652;"D";3;33;333;"C";2;26;265
3330;3211;"D";3;33;333;"C";3;32;321
3330;3212;"D";3;33;333;"C";3;32;321
3330;3319;"D";3;33;333;"C";3;33;331
3410;2910;"D";3;34;341;"C";2;29;291
3420;2920;"D";3;34;342;"C";2;29;292
3420;3311;"D";3;34;342;"C";3;33;331
3430;1392;"D";3;34;343;"C";1;13;139
3430;2811;"D";3;34;343;"C";2;28;281
3430;2930;"D";3;34;343;"C";2;29;293
3511;3011;"D";3;35;351;"C";3;30;301
3511;3315;"D";3;35;351;"C";3;33;331
3512;3012;"D";3;35;351;"C";3;30;301
3512;3315;"D";3;35;351;"C";3;33;331
3520;3020;"D";3;35;352;"C";3;30;302
3520;3315;"D";3;35;352;"C";3;33;331
3530;2811;"D";3;35;353;"C";2;28;281
3530;2829;"D";3;35;353;"C";2;28;282
3530;3030;"D";3;35;353;"C";3;30;303
3530;3315;"D";3;35;353;"C";3;33;331
3591;2811;"D";3;35;359;"C";2;28;281
3591;3091;"D";3;35;359;"C";3;30;309
3592;3092;"D";3;35;359;"C";3;30;309
3599;2816;"D";3;35;359;"C";2;28;281
3599;3099;"D";3;35;359;"C";3;30;309
3599;3100;"D";3;35;359;"C";3;31;310
3599;3312;"D";3;35;359;"C";3;33;331
3599;3315;"D";3;35;359;"C";3;33;331
3610;2219;"D";3;36;361;"C";2;22;221
3610;2220;"D";3;36;361;"C";2;22;222
3610;2817;"D";3;36;361;"C";2;28;281
3610;2930;"D";3;36;361;"C";2;29;293
3610;3011;"D";3;36;361;"C";3;30;301
3610;3020;"D";3;36;361;"C";3;30;302
3610;3030;"D";3;36;361;"C";3;30;303
3610;3100;"D";3;36;361;"C";3;31;310
3610;9524;"D";3;36;361;"S";9;95;952
3691;3211;"D";3;36;369;"C";3;32;321
3692;3220;"D";3;36;369;"C";3;32;322
3692;3319;"D";3;36;369;"C";3;33;331
3693;3230;"D";3;36;369;"C";3;32;323
3693;3290;"D";3;36;369;"C";3;32;329
3694;2640;"D";3;36;369;"C";2;26;264
3694;2829;"D";3;36;369;"C";2;28;282
3694;3240;"D";3;36;369;"C";3;32;324
3694;3312;"D";3;36;369;"C";3;33;331
3694;3319;"D";3;36;369;"C";3;33;331
3699;1399;"D";3;36;369;"C";1;13;139
3699;1512;"D";3;36;369;"C";1;15;151
3699;1629;"D";3;36;369;"C";1;16;162
3699;1709;"D";3;36;369;"C";1;17;170
3699;2029;"D";3;36;369;"C";2;20;202
3699;2219;"D";3;36;369;"C";2;22;221
3699;2220;"D";3;36;369;"C";2;22;222
3699;2599;"D";3;36;369;"C";2;25;259
3699;2829;"D";3;36;369;"C";2;28;282
3699;3092;"D";3;36;369;"C";3;30;309
3699;3212;"D";3;36;369;"C";3;32;321
3699;3290;"D";3;36;369;"C";3;32;329
3699;3312;"D";3;36;369;"C";3;33;331
3710;3830;"D";3;37;371;"E";3;38;383
3720;3830;"D";3;37;372;"E";3;38;383
4010;3510;"E";4;40;401;"D";3;35;351
4020;3520;"E";4;40;402;"D";3;35;352
4030;3530;"E";4;40;403;"D";3;35;353
4100;3600;"E";4;41;410;"E";3;36;360
4510;990;"F";4;45;451;"B";0;9;99
4510;3900;"F";4;45;451;"E";3;39;390
4510;4311;"F";4;45;451;"F";4;43;431
4510;4312;"F";4;45;451;"F";4;43;431
4520;4100;"F";4;45;452;"F";4;41;410
4520;4210;"F";4;45;452;"F";4;42;421
4520;4220;"F";4;45;452;"F";4;42;422
4520;4290;"F";4;45;452;"F";4;42;429
4520;4390;"F";4;45;452;"F";4;43;439
4530;4321;"F";4;45;453;"F";4;43;432
4530;4322;"F";4;45;453;"F";4;43;432
4530;4329;"F";4;45;453;"F";4;43;432
4530;4330;"F";4;45;453;"F";4;43;433
4530;4390;"F";4;45;453;"F";4;43;439
4540;3320;"F";4;45;454;"C";3;33;332
4540;4329;"F";4;45;454;"F";4;43;432
4540;4330;"F";4;45;454;"F";4;43;433
4540;4390;"F";4;45;454;"F";4;43;439
4550;4312;"F";4;45;455;"F";4;43;431
4550;4390;"F";4;45;455;"F";4;43;439
5010;4510;"G";5;50;501;"G";4;45;451
5020;4520;"G";5;50;502;"G";4;45;452
5020;5221;"G";5;50;502;"H";5;52;522
5030;4530;"G";5;50;503;"G";4;45;453
5040;4540;"G";5;50;504;"G";4;45;454
5050;4730;"G";5;50;505;"G";4;47;473
5110;4610;"G";5;51;511;"G";4;46;461
5121;4620;"G";5;51;512;"G";4;46;462
5122;4630;"G";5;51;512;"G";4;46;463
5131;4641;"G";5;51;513;"G";4;46;464
5139;4649;"G";5;51;513;"G";4;46;464
5139;4663;"G";5;51;513;"G";4;46;466
5141;4661;"G";5;51;514;"G";4;46;466
5142;4662;"G";5;51;514;"G";4;46;466
5143;4663;"G";5;51;514;"G";4;46;466
5149;4669;"G";5;51;514;"G";4;46;466
5151;4651;"G";5;51;515;"G";4;46;465
5152;4652;"G";5;51;515;"G";4;46;465
5159;4653;"G";5;51;515;"G";4;46;465
5159;4659;"G";5;51;515;"G";4;46;465
5190;4690;"G";5;51;519;"G";4;46;469
5211;4711;"G";5;52;521;"G";4;47;471
5219;4719;"G";5;52;521;"G";4;47;471
5220;4721;"G";5;52;522;"G";4;47;472
5220;4722;"G";5;52;522;"G";4;47;472
5220;4723;"G";5;52;522;"G";4;47;472
5231;4772;"G";5;52;523;"G";4;47;477
5232;4751;"G";5;52;523;"G";4;47;475
5232;4771;"G";5;52;523;"G";4;47;477
5233;4742;"G";5;52;523;"G";4;47;474
5233;4753;"G";5;52;523;"G";4;47;475
5233;4759;"G";5;52;523;"G";4;47;475
5233;4762;"G";5;52;523;"G";4;47;476
5234;4752;"G";5;52;523;"G";4;47;475
5239;4741;"G";5;52;523;"G";4;47;474
5239;4753;"G";5;52;523;"G";4;47;475
5239;4761;"G";5;52;523;"G";4;47;476
5239;4763;"G";5;52;523;"G";4;47;476
5239;4764;"G";5;52;523;"G";4;47;476
5239;4773;"G";5;52;523;"G";4;47;477
5240;4774;"G";5;52;524;"G";4;47;477
5251;4791;"G";5;52;525;"G";4;47;479
5252;4781;"G";5;52;525;"G";4;47;478
5252;4782;"G";5;52;525;"G";4;47;478
5252;4789;"G";5;52;525;"G";4;47;478
5259;4791;"G";5;52;525;"G";4;47;479
5259;4799;"G";5;52;525;"G";4;47;479
5260;3313;"G";5;52;526;"C";3;33;331
5260;8020;"G";5;52;526;"N";8;80;802
5260;9512;"G";5;52;526;"S";9;95;951
5260;9521;"G";5;52;526;"S";9;95;952
5260;9522;"G";5;52;526;"S";9;95;952
5260;9523;"G";5;52;526;"S";9;95;952
5260;9524;"G";5;52;526;"S";9;95;952
5260;9529;"G";5;52;526;"S";9;95;952
5510;5510;"H";5;55;551;"I";5;55;551
5510;5520;"H";5;55;551;"I";5;55;552
5510;5590;"H";5;55;551;"I";5;55;559
5520;5610;"H";5;55;552;"I";5;56;561
5520;5621;"H";5;55;552;"I";5;56;562
5520;5629;"H";5;55;552;"I";5;56;562
5520;5630;"H";5;55;552;"I";5;56;563
6010;4911;"I";6;60;601;"H";4;49;491
6010;4912;"I";6;60;601;"H";4;49;491
6010;5221;"I";6;60;601;"H";5;52;522
6021;4921;"I";6;60;602;"H";4;49;492
6021;4922;"I";6;60;602;"H";4;49;492
6022;4922;"I";6;60;602;"H";4;49;492
6023;4923;"I";6;60;602;"H";4;49;492
6030;4930;"I";6;60;603;"H";4;49;493
6110;5011;"I";6;61;611;"H";5;50;501
6110;5012;"I";6;61;611;"H";5;50;501
6120;5021;"I";6;61;612;"H";5;50;502
6120;5022;"I";6;61;612;"H";5;50;502
6210;5110;"I";6;62;621;"H";5;51;511
6210;5120;"I";6;62;621;"H";5;51;512
6220;5110;"I";6;62;622;"H";5;51;511
6220;5120;"I";6;62;622;"H";5;51;512
6301;5224;"I";6;63;630;"H";5;52;522
6302;5210;"I";6;63;630;"H";5;52;521
6303;3315;"I";6;63;630;"C";3;33;331
6303;5221;"I";6;63;630;"H";5;52;522
6303;5222;"I";6;63;630;"H";5;52;522
6303;5223;"I";6;63;630;"H";5;52;522
6304;7911;"I";6;63;630;"N";7;79;791
6304;7912;"I";6;63;630;"N";7;79;791
6304;7990;"I";6;63;630;"N";7;79;799
6309;5229;"I";6;63;630;"H";5;52;522
6309;7490;"I";6;63;630;"M";7;74;749
6411;5310;"I";6;64;641;"H";5;53;531
6411;8219;"I";6;64;641;"N";8;82;821
6412;5320;"I";6;64;641;"H";5;53;532
6420;6110;"I";6;64;642;"J";6;61;611
6420;6120;"I";6;64;642;"J";6;61;612
6420;6130;"I";6;64;642;"J";6;61;613
6420;6190;"I";6;64;642;"J";6;61;619
6511;6411;"J";6;65;651;"K";6;64;641
6519;6419;"J";6;65;651;"K";6;64;641
6591;6491;"J";6;65;659;"K";6;64;649
6592;6492;"J";6;65;659;"K";6;64;649
6592;6499;"J";6;65;659;"K";6;64;649
6599;6420;"J";6;65;659;"K";6;64;642
6599;6430;"J";6;65;659;"K";6;64;643
6599;6499;"J";6;65;659;"K";6;64;649
6599;6619;"J";6;65;659;"K";6;66;661
6599;7740;"J";6;65;659;"N";7;77;774
6599;9499;"J";6;65;659;"S";9;94;949
6601;6511;"J";6;66;660;"K";6;65;651
6601;6520;"J";6;66;660;"K";6;65;652
6602;6530;"J";6;66;660;"K";6;65;653
6602;6630;"J";6;66;660;"K";6;66;663
6603;6511;"J";6;66;660;"K";6;65;651
6603;6512;"J";6;66;660;"K";6;65;651
6603;6520;"J";6;66;660;"K";6;65;652
6711;6611;"J";6;67;671;"K";6;66;661
6712;6612;"J";6;67;671;"K";6;66;661
6712;6630;"J";6;67;671;"K";6;66;663
6719;6419;"J";6;67;671;"K";6;64;641
6719;6612;"J";6;67;671;"K";6;66;661
6719;6619;"J";6;67;671;"K";6;66;661
6720;6621;"J";6;67;672;"K";6;66;662
6720;6622;"J";6;67;672;"K";6;66;662
6720;6629;"J";6;67;672;"K";6;66;662
7010;4290;"K";7;70;701;"F";4;42;429
7010;6810;"K";7;70;701;"L";6;68;681
7020;6820;"K";7;70;702;"L";6;68;682
7020;8110;"K";7;70;702;"N";8;81;811
7111;7710;"K";7;71;711;"N";7;77;771
7111;7730;"K";7;71;711;"N";7;77;773
